Node-Id,Node-Title,attribute-Is-Verified-1-Twitter JSON all,attribute-Tweets-Sent-Count-1-Twitter JSON all,inDegreeCentrality-1-Twitter JSON all,inDegreeCentrality-1-Twitter JSON all-unscaled,kcore-1-Twitter JSON all,kcore-1-Twitter JSON all-unscaled,totalDegreeCentrality-1-Twitter JSON all,totalDegreeCentrality-1-Twitter JSON all-unscaled,twitter-actualInfluencer-1-Twitter JSON all,twitter-actualInfluencer-1-Twitter JSON all-unscaled,twitter-averageMentionsPerTweet-1-Twitter JSON all,twitter-averageMentionsPerTweet-1-Twitter JSON all-unscaled,twitter-mostMentioned-1-Twitter JSON all,twitter-mostMentioned-1-Twitter JSON all-unscaled,twitter-numberOfFollowers-1-Twitter JSON all,twitter-numberOfFollowers-1-Twitter JSON all-unscaled,twitter-potentialConnectors-1-Twitter JSON all,twitter-potentialConnectors-1-Twitter JSON all-unscaled,twitter-potentialReach-1-Twitter JSON all,twitter-potentialReach-1-Twitter JSON all-unscaled,twitter-reciprocalMentionsCliqueCount-1-Twitter JSON all,twitter-reciprocalMentionsCliqueCount-1-Twitter JSON all-unscaled,twitter-totalMentionsDegree-1-Twitter JSON all,twitter-totalMentionsDegree-1-Twitter JSON all-unscaled,twitter-totalMentionsKcore-1-Twitter JSON all,twitter-totalMentionsKcore-1-Twitter JSON all-unscaled,twitter-totalMentionsPageRank-1-Twitter JSON all,twitter-totalReciprocalMentionsUnweighted-1-Twitter JSON all,twitter-totalReciprocalMentionsUnweighted-1-Twitter JSON all-unscaled,twitter-trustedSource-1-Twitter JSON all,twitter-trustedSource-1-Twitter JSON all-unscaled,twitter-wantsToBeInfluencer-1-Twitter JSON all,twitter-wantsToBeInfluencer-1-Twitter JSON all-unscaled,weakComponentMembers-5-Twitter JSON all,weakComponentMembers-3-Twitter JSON all,weakComponentMembers-4-Twitter JSON all,weakComponentMembers-2-Twitter JSON all,
8162322,NikkiSchwab,0,724,3.217e-05,179,0.005,12,1.729e-05,39,0.001,2092708,0.082,0.247,0.011,27,0.003,7068,3.143e-05,105152704,5.974e-05,199849248,8.919e-04,6,2.028e-05,340,0.008,19,1.732e-04,0.006,15,0.006,15,0.017,41,1,1,1,1,
513664497,datlowen,0,11,0,1,4.202e-04,1,0,1,7.805e-06,13504,0.030,0.091,0.002,4,3.918e-05,87,0,19679.449,2.660e-06,8898715,0,0,0,10,0.002,4,8.266e-05,4.202e-04,1,0.001,3,0,0,64,1,1,1,
369534928,PeterSullivan4,0,1490,4.457e-05,248,0.010,23,9.529e-05,215,0.011,19663188,0.055,0.166,0.046,109,0.001,2720,3.542e-05,118485120,1.159e-04,387609056,0.011,76,7.830e-05,1313,0.017,41,0.001,0.015,35,0.037,88,0.024,57,1,1,1,1,
277959406,MedResJourno,0,907,5.661e-05,315,0.003,8,4.344e-05,98,2.077e-04,359338,0.116,0.347,0.007,17,4.193e-04,931,2.414e-05,80767280,1.373e-05,45914988,0.001,7,3.715e-05,623,0.005,11,1.868e-04,0.007,16,0.004,9,0.019,45,1,1,1,1,
80111587,JeffYoung,0,3554,2.148e-04,1195,0.011,26,3.005e-04,678,0.025,43963128,0.112,0.336,0.045,106,0.013,27803,3.820e-04,1277695232,1.343e-04,449332160,0.034,232,1.627e-04,2729,0.017,41,0.001,0.028,66,0.033,78,0.037,87,1,1,1,1,
235307346,LaurieAsseo,0,441,8.411e-05,468,0.004,9,6.116e-05,138,0.001,2115712,0.354,1.061,0.006,15,7.386e-05,164,7.336e-06,24539844,7.558e-05,252835664,7.433e-04,5,3.715e-05,623,0.005,13,4.660e-04,0.005,11,0.005,12,4.202e-04,1,65,1,1,1,
17417739,laurapdavison,0,69,3.415e-06,19,0.001,3,3.546e-06,8,1.146e-04,198198,0.092,0.275,0.011,25,7.143e-04,1586,5.296e-06,17715178,1.219e-05,40766252,0,0,6.321e-06,106,0.005,13,1.836e-04,0.001,3,0.003,8,0.001,3,66,1,1,1,
52282776,leonardkl,0,2830,1.062e-04,591,0.009,21,1.330e-04,300,0.004,6768936,0.070,0.209,0.023,55,0.004,8314,8.441e-05,282347008,8.432e-05,282050656,0.008,56,6.936e-05,1163,0.013,31,5.996e-04,0.017,40,0.012,28,0.028,67,1,1,1,1,
62525647,caroline_jones_,0,91,0,5,0.001,3,1.330e-06,3,2.004e-05,34672,0.018,0.055,0.002,4,3.531e-04,784,0,843488.938,5.785e-06,19350238,0,0,0,9,0.002,4,9.935e-05,0.001,3,0,0,0,0,67,1,1,7,
20713331,CorpCrimeReport,0,739,0,3,0,0,0,0,0,1835,0.001,0.004,0,0,8.264e-04,1835,0,3156882.750,0,0,0,0,0,5,0,0,7.284e-05,0,0,0,0,8.403e-04,2,68,1,14,1,
18126916,adamnpeck,0,478,4.133e-06,23,8.403e-04,2,3.546e-06,8,9.438e-05,163285,0.016,0.048,0.002,5,6.386e-04,1418,6.889e-06,23044496,1.625e-05,54341860,0,0,2.087e-06,35,0.002,4,8.109e-05,0.001,3,4.202e-04,1,4.202e-04,1,1,1,1,1,
21001599,BrianKarem,0,1741,8.087e-06,45,0.001,3,1.773e-06,4,0.004,6355383,0.009,0.026,0.027,64,0.037,81160,1.973e-04,659989888,8.011e-05,267963168,0,0,1.419e-05,238,0.011,27,3.624e-04,0.001,3,0.013,32,0.002,5,1,1,1,1,
57754211,Joenewsguy,0,434,1.815e-05,101,0.005,12,9.308e-06,21,4.868e-04,842288,0.078,0.233,0.010,23,3.477e-04,772,1.040e-05,34779060,3.358e-05,112321848,7.433e-04,5,1.407e-05,236,0.008,19,1.561e-04,0.005,12,0.008,19,0.013,32,1,1,1,1,
122735017,dsupervilleap,0,1354,3.468e-05,193,0.007,17,3.723e-05,84,0.007,11650603,0.048,0.143,0.037,87,0.004,8163,3.877e-05,129675808,9.046e-05,302584480,0.004,28,4.240e-05,711,0.017,40,9.921e-04,0.011,27,0.028,67,0.010,23,1,1,1,1,
28181835,jpaceDC,0,447,3.001e-05,167,0.009,21,8.244e-05,186,0.043,73652880,0.125,0.374,0.126,301,0.023,51204,7.819e-05,261562656,1.599e-04,534853568,0.007,49,1.063e-04,1782,0.017,41,0.003,0.016,37,0.102,242,0.009,22,1,1,1,1,
16099612,aaronwiener,0,371,1.617e-06,9,0.001,3,1.773e-06,4,2.048e-04,354414,0.008,0.024,0.006,15,0.003,6513,5.681e-06,19002058,2.653e-05,88755840,0,0,1.908e-06,32,0.005,11,1.582e-04,0.002,4,0.003,8,0,0,69,1,1,1,
36890646,danmericaCNN,0,1231,6.128e-05,341,0.011,25,1.294e-04,292,0.074,127254408,0.092,0.277,0.101,240,0.029,64046,2.023e-04,676592000,1.887e-04,631192000,0.049,329,1.086e-04,1821,0.017,41,0.003,0.024,57,0.092,219,0.016,38,1,1,1,1,
46501372,JeremyStahl,0,286,6.290e-06,35,0.001,3,2.659e-06,6,1.463e-04,253164,0.041,0.122,0.003,6,0.003,6251,3.977e-05,133021552,1.786e-05,59746612,0,0,4.294e-06,72,0.002,5,1.035e-04,0.001,3,8.403e-04,2,0.005,12,70,1,1,1,
127739478,rachelegross,0,641,5.032e-06,28,0.001,3,4.875e-06,11,4.473e-05,77387,0.015,0.044,0.003,6,0.001,2502,3.549e-06,11872598,4.280e-06,14315343,0,0,2.803e-06,47,0.002,5,1.797e-04,0.001,3,8.403e-04,2,0,0,1,1,1,1,
114881944,gzornick,0,863,1.114e-05,62,0.003,6,4.875e-06,11,4.471e-04,773503,0.024,0.072,0.008,20,0.004,9534,2.890e-05,96683192,2.694e-05,90102416,1.487e-04,1,8.409e-06,141,0.005,13,1.484e-04,0.003,7,0.006,15,0.013,32,1,1,1,1,
46941602,GoldieStandard,0,627,7.368e-06,41,4.202e-04,1,2.659e-06,6,1.132e-04,195872,0.022,0.065,0.001,3,0.004,7973,1.434e-05,47956984,1.870e-06,6254926,0,0,3.996e-06,67,8.403e-04,2,1.564e-04,4.202e-04,1,0.001,3,0.005,13,1,1,15,1,
334083007,kfieldCHE,0,2,0,0,0,0,0,0,2.560e-05,44290,0,0,0.001,3,6.296e-04,1398,0,0,2.811e-06,9403805,0,0,0,5,8.403e-04,2,1.003e-04,0,0,0,0,0,0,71,1,16,8,
251496437,karynbruggeman,0,367,1.042e-05,58,8.403e-04,2,3.103e-06,7,2.664e-05,46094,0.053,0.158,0.002,5,8.728e-04,1938,9.179e-06,30704656,5.273e-06,17638878,0,0,6.560e-06,110,0.001,3,1.006e-04,8.403e-04,2,8.403e-04,2,0.012,29,1,1,1,1,
176450747,JohnPrideaux,0,220,4.133e-06,23,4.202e-04,1,6.648e-06,15,1.263e-04,218468,0.035,0.105,0.001,3,0.002,5473,2.723e-05,91103216,2.915e-05,97503112,0,0,3.519e-06,59,4.202e-04,1,8.676e-05,4.202e-04,1,4.202e-04,1,0.003,7,72,1,1,1,
4492722868,JacklynWille,0,379,1.276e-05,71,0.003,8,3.235e-05,73,9.181e-05,158841,0.062,0.187,0.010,23,2.729e-04,606,4.897e-06,16381034,7.592e-06,25396664,0.001,8,1.664e-05,279,0.005,11,2.717e-04,0.005,13,0.007,17,0.006,15,1,1,1,1,
164273824,DaveClark_AFP,0,2157,7.656e-05,426,0.008,20,1.175e-04,265,0.006,9774831,0.066,0.197,0.032,76,0.004,8138,1.154e-04,385967072,8.917e-05,298270688,0.007,46,5.701e-05,956,0.013,30,0.001,0.018,42,0.025,59,0.017,40,1,1,1,1,
263473924,ElizLanders,0,1525,5.679e-05,316,0.010,24,1.312e-04,296,0.059,102405288,0.069,0.207,0.082,194,0.009,21089,1.343e-04,449331648,1.863e-04,623173696,0.032,218,9.470e-05,1588,0.017,41,0.003,0.021,51,0.075,178,0.022,53,1,1,1,1,
109431937,mollymotoole,0,1559,2.534e-05,141,0.004,10,1.152e-05,26,9.485e-04,1641031,0.030,0.090,0.012,29,0.004,8972,4.810e-05,160908064,4.371e-05,146205968,2.973e-04,2,1.819e-05,305,0.008,19,1.803e-04,0.005,12,0.006,15,0.025,59,1,1,1,1,
1002229862,HMRothmandc,0,479,3.990e-05,222,0.003,8,4.565e-05,103,1.279e-04,221216,0.154,0.463,0.013,30,2.531e-04,562,1.194e-05,39926484,7.018e-06,23474644,0.003,17,3.226e-05,541,0.005,11,2.565e-04,0.007,17,0.010,24,0.024,57,1,1,1,1,
148936255,Joelmentum,0,529,9.884e-06,55,0.002,4,4.432e-06,10,0.001,2039459,0.035,0.104,0.004,10,0.002,3695,1.551e-05,51869584,6.856e-05,229330992,2.973e-04,2,7.037e-06,118,0.004,9,1.130e-04,0.002,4,0.003,7,0.013,30,73,1,1,1,
305668829,JamesLSwann,0,382,2.157e-06,12,0.002,4,5.319e-06,12,2.886e-05,49931,0.010,0.031,0.003,7,4.792e-04,1064,1.708e-06,5714013,5.029e-06,16822004,1.487e-04,1,3.041e-06,51,0.002,5,1.149e-04,0.002,5,0.003,6,0.003,6,1,1,1,1,
48075643,CoralMDavenport,0,178,1.995e-05,111,0.005,11,3.191e-05,72,0.007,11487934,0.208,0.624,0.024,56,0.017,37927,2.027e-04,677897216,1.239e-04,414290144,7.433e-04,5,2.063e-05,346,0.012,28,4.285e-04,0.005,11,0.003,8,0.013,32,74,1,1,1,
323672582,JBWogan,0,379,9.345e-06,52,4.202e-04,1,0,1,2.954e-05,51108,0.046,0.137,0.002,4,6.062e-04,1346,4.099e-06,13712797,3.354e-06,11218412,0,0,4.652e-06,78,0.001,3,3.110e-04,4.202e-04,1,4.202e-04,1,0.002,4,1,1,17,1,
23961487,LizFarmerTweets,0,259,0,6,4.202e-04,1,0,1,6.757e-05,116904,0.008,0.023,0.002,4,0.001,3185,0,667856,1.128e-05,37717992,0,0,2.743e-06,46,0.001,3,2.791e-04,4.202e-04,1,8.403e-04,2,0,0,1,1,17,1,
2165351672,JulianSadur,0,793,3.235e-06,18,0,0,0,0,1.029e-05,17808,0.008,0.023,8.403e-04,2,3.211e-04,713,0,389275.312,2.753e-06,9210371,0,0,1.372e-06,23,4.202e-04,1,7.351e-05,0,0,4.202e-04,1,0.001,3,1,1,18,1,
265969984,DerrickWard4,0,59,0,1,0,0,0,0,0.003,4531693,0.006,0.017,0.009,22,0.001,3314,0,0,1.036e-04,346550816,0,0,3.220e-06,54,0.005,12,2.331e-04,0,0,0.007,16,4.202e-04,1,1,1,19,1,
1251763045,jostonjustice,0,1150,2.228e-05,124,0.003,8,7.535e-06,17,5.266e-04,911120,0.036,0.108,0.007,17,0.001,2442,1.555e-05,52020920,3.891e-05,130174272,5.946e-04,4,1.282e-05,215,0.004,10,1.486e-04,0.004,9,0.005,11,0.012,28,1,1,1,1,
12988312,hamrickisms,0,2192,4.008e-05,223,0.001,3,3.989e-06,9,6.279e-04,1086313,0.034,0.102,0.008,20,0.003,5638,2.399e-05,80256592,1.101e-05,36827500,0,0,2.159e-05,362,0.005,11,1.559e-04,0.001,3,0.006,15,0.018,44,1,1,1,1,
48787554,FCNP_Nicholas,0,260,0,5,0,0,0,0,2.464e-05,42630,0.006,0.019,4.202e-04,1,0.006,14210,9.072e-06,30345818,0,0,0,0,0,9,0,0,7.284e-05,0,0,4.202e-04,1,0.002,4,1,1,20,1,
351893585,ElleBeyoud,0,1040,3.199e-05,178,0.005,12,4.122e-05,93,3.626e-04,627415,0.057,0.171,0.013,30,0.001,2431,1.695e-05,56693948,2.903e-05,97110224,0.002,16,2.171e-05,364,0.006,15,1.726e-04,0.011,25,0.007,16,0.013,30,1,1,1,1,
26283307,davidshepardson,0,5709,2.379e-04,1324,0.011,26,1.223e-04,276,0.008,14269741,0.077,0.232,0.045,107,0.006,13382,1.627e-04,544265280,1.080e-04,361259520,0.023,152,1.753e-04,2940,0.016,39,6.651e-04,0.031,74,0.038,90,0.128,304,1,1,1,1,
493756786,amir_anasr,0,2102,4.475e-05,249,0.005,12,5.097e-05,115,0.001,1953120,0.039,0.118,0.009,22,0.001,2335,3.472e-05,116144736,7.576e-05,253427184,0.001,8,3.071e-05,515,0.006,15,2.178e-04,0.006,15,0.005,11,0.027,65,1,1,1,1,
16431311,JohnHendel,0,1377,4.529e-05,252,0.005,12,6.826e-05,154,0.001,1907149,0.061,0.183,0.013,30,6.697e-04,1487,1.988e-05,66490640,4.608e-05,154138080,0.003,17,4.234e-05,710,0.007,17,2.811e-04,0.008,19,0.009,21,0.024,56,1,1,1,1,
280299519,Joseph_Marks_,0,1231,7.476e-05,416,0.005,12,8.643e-05,195,0.002,3920103,0.113,0.338,0.013,31,0.001,3068,3.793e-05,126893192,8.846e-05,295892608,0.001,10,4.532e-05,760,0.006,15,7.849e-04,0.011,26,0.008,18,0.016,37,1,1,1,1,
15754348,emlybelz,0,419,3.415e-06,19,8.403e-04,2,2.216e-06,5,7.951e-05,137561,0.015,0.045,0.002,5,9.426e-04,2093,9.643e-06,32257048,1.928e-05,64506352,0,0,2.505e-06,42,0.001,3,1.052e-04,0.001,3,0.001,3,0.003,7,75,1,1,1,
25819140,DefTechPat,0,1451,2.804e-05,156,0.003,7,1.817e-05,41,0.002,4052930,0.036,0.108,0.010,23,0.008,16741,5.782e-05,193425248,9.207e-05,307967840,2.973e-04,2,2.159e-05,362,0.005,13,3.348e-04,0.003,8,0.007,17,0.012,28,1,1,1,1,
18389620,dandeluce,0,799,3.289e-05,183,0.004,9,4.166e-05,94,0.002,3899068,0.076,0.229,0.016,39,0.003,5645,6.247e-05,208981856,4.576e-05,153079584,0.001,8,3.006e-05,504,0.009,22,3.968e-04,0.005,11,0.008,18,0.026,62,1,1,1,1,
41909059,eggerton,0,555,0,0,0,0,0,0,3.001e-05,51927,0,0,0.002,5,0.003,5620,0,0,5.190e-06,17360696,0,0,0,14,0.002,5,8.353e-05,0,0,0.001,3,0,0,76,1,21,1,
731167584,RonBrownstein,0,2374,1.157e-04,644,0.011,26,1.188e-04,268,0.044,75642400,0.090,0.271,0.066,158,0.017,38273,2.491e-04,833269440,1.468e-04,490896416,0.025,166,1.202e-04,2016,0.017,41,0.001,0.023,55,0.053,125,0.049,117,1,1,1,1,
18915795,GeraldFSeib,0,266,0,4,0.001,3,1.330e-06,3,0.006,11204316,0.005,0.015,0.039,93,0.015,32765,1.073e-05,35906360,9.245e-05,309241568,0,0,2.016e-05,338,0.016,38,6.475e-04,0.001,3,0.032,76,4.202e-04,1,77,1,1,1,
570295074,JustinFishelABC,0,107,7.728e-06,43,0.004,10,1.418e-05,32,0.001,2590417,0.134,0.402,0.015,36,0.003,5918,2.122e-05,70983704,5.594e-05,187112592,0.002,11,1.073e-05,180,0.009,22,3.122e-04,0.006,14,0.008,19,0.007,17,1,1,1,1,
16097702,ChrisStirewalt,0,583,1.456e-05,81,0.004,9,2.039e-05,46,0.007,12028354,0.046,0.139,0.016,37,0.032,71035,9.807e-05,328046784,8.317e-05,278203072,0.001,9,1.545e-05,259,0.008,20,3.083e-04,0.006,15,0.006,14,0.005,11,1,1,1,1,
15730608,edroso,0,7999,6.200e-05,345,0.002,4,6.648e-06,15,0.002,2991738,0.014,0.043,0.004,10,0.002,4916,1.159e-04,387713856,9.320e-05,311750080,0,0,3.334e-05,559,0.003,8,1.087e-04,0.002,4,0.003,7,0.029,69,1,1,1,1,
17107316,ivancouronne,0,548,6.829e-06,38,0.002,5,5.319e-06,12,2.227e-04,385282,0.023,0.069,0.007,17,0.011,24912,3.343e-05,111819800,1.210e-05,40472684,2.973e-04,2,5.546e-06,93,0.004,10,2.209e-04,0.003,6,0.002,5,0.009,21,1,1,1,1,
170034104,DraperRobert,0,420,2.336e-06,13,0.001,3,3.103e-06,7,0.006,9840269,0.010,0.031,0.012,28,0.005,10978,2.161e-05,72274960,9.253e-05,309522016,0,0,5.725e-06,96,0.009,21,1.928e-04,0.001,3,0.010,23,8.403e-04,2,1,1,1,1,
17162499,glubold,0,384,1.564e-05,87,0.005,13,1.950e-05,44,0.003,5149412,0.076,0.227,0.031,73,0.004,8867,4.371e-05,146199296,5.966e-05,199561872,0.003,21,2.284e-05,383,0.013,30,5.805e-04,0.008,19,0.018,43,0.013,30,1,1,1,1,
15766082,joshrogin,0,1999,8.608e-05,479,0.011,26,1.081e-04,244,0.048,82740288,0.080,0.240,0.085,202,0.083,183680,5.275e-04,1764550656,1.512e-04,505851136,0.048,326,1.058e-04,1774,0.017,41,0.001,0.031,74,0.071,169,0.040,95,1,1,1,1,
539229153,MilliganSusan,0,1716,4.080e-05,227,0.003,6,1.108e-05,25,2.684e-04,464371,0.044,0.132,0.004,10,5.053e-04,1122,1.208e-05,40403200,3.467e-05,115960248,0,0,2.702e-05,453,0.003,8,9.916e-05,0.003,6,0.002,4,0.030,71,1,1,1,1,
49105997,robertburnsAP,0,180,9.525e-06,53,0.005,12,2.083e-05,47,0.002,3450603,0.098,0.294,0.018,44,0.006,13584,3.432e-05,114815168,6.668e-05,223051664,0.001,7,1.413e-05,237,0.010,24,5.176e-04,0.006,15,0.011,25,0.008,18,1,1,1,1,
119048111,barbarastarrcnn,1,1755,5.769e-05,321,0.008,20,9.972e-05,225,0.043,73868960,0.061,0.183,0.065,154,0.017,38733,2.562e-04,857072384,1.902e-04,636370496,0.009,59,7.401e-05,1241,0.017,41,0.001,0.018,42,0.036,86,0.026,63,1,1,1,1,
233933608,eunyangnbc,0,505,1.132e-05,63,0.003,6,2.393e-05,54,0.003,5114911,0.042,0.125,0.014,33,0.010,21574,4.512e-05,150920320,7.581e-05,253583968,7.433e-04,5,1.867e-05,313,0.005,12,8.004e-04,0.005,12,0.009,22,0.003,6,1,1,1,1,
28262779,EitanArom,0,600,4.133e-06,23,4.202e-04,1,0,2,1.492e-05,25809,0.013,0.038,8.403e-04,2,2.752e-04,611,2.004e-06,6704623,4.738e-06,15847986,0,0,2.087e-06,35,4.202e-04,1,7.308e-05,4.202e-04,1,8.403e-04,2,0.003,6,1,1,1,1,
3308294199,PatrickGregry,0,1019,4.547e-05,253,0.003,7,5.895e-05,133,6.715e-04,1161733,0.083,0.248,0.008,18,3.486e-04,774,1.737e-05,58111908,3.912e-05,130853056,8.919e-04,6,4.294e-05,720,0.004,9,3.622e-04,0.005,12,0.006,15,0.013,31,1,1,1,1,
1114749608,Tom_PTaylor,0,513,4.133e-05,230,0.003,7,3.457e-05,78,2.281e-04,394629,0.149,0.448,0.007,16,6.620e-04,1470,2.194e-05,73389920,1.978e-05,66166856,8.919e-04,6,3.614e-05,606,0.004,9,2.781e-04,0.003,8,0.007,16,0.003,8,1,1,1,1,
29607664,adamliptak,0,253,1.150e-05,64,0.005,13,1.906e-05,43,0.012,21539046,0.084,0.253,0.050,119,0.022,49759,6.689e-05,223749936,1.097e-04,366848992,0.003,21,3.036e-05,509,0.017,41,0.001,0.009,21,0.034,81,0.007,17,78,1,1,1,
31450658,shermancourt,0,184,1.222e-05,68,0.005,11,2.216e-05,50,0.001,2140670,0.123,0.370,0.019,45,0.002,5535,1.876e-05,62745624,3.906e-05,130660016,0.001,7,1.497e-05,251,0.009,22,6.381e-04,0.007,16,0.010,24,0.007,17,79,1,1,1,
112890747,Mctaguej,0,1704,1.186e-05,66,4.202e-04,1,7.091e-06,16,1.089e-04,188459,0.013,0.039,0.001,3,6.409e-04,1423,1.508e-05,50440136,2.261e-05,75626440,0,0,5.367e-06,90,8.403e-04,2,9.084e-05,4.202e-04,1,4.202e-04,1,0.002,5,1,1,1,1,
55394190,ASimendinger,0,2555,1.100e-04,612,0.011,26,8.554e-05,193,0.014,24645622,0.080,0.240,0.042,100,0.005,10710,8.374e-05,280109568,1.316e-04,440151872,0.020,134,8.582e-05,1439,0.017,41,9.571e-04,0.023,55,0.032,75,0.047,111,1,1,1,1,
123282767,stevethomma,0,1516,9.058e-05,504,0.003,7,6.205e-06,14,0.005,7898497,0.111,0.332,0.011,26,0.001,2755,8.922e-05,298451392,1.239e-04,414408896,5.946e-04,4,6.196e-05,1039,0.008,18,1.694e-04,0.003,7,0.009,21,0.042,101,1,1,1,1,
24730470,davidjlynch,0,3089,7.045e-05,392,0.005,11,3.413e-05,77,0.002,2785440,0.042,0.127,0.014,34,0.002,3533,6.056e-05,202575872,5.322e-05,178017312,2.973e-04,2,5.385e-05,903,0.008,19,3.539e-04,0.007,16,0.008,19,0.062,147,1,1,1,1,
116877154,PhilipBrasher,0,113,1.617e-06,9,4.202e-04,1,1.330e-06,3,1.844e-05,31898,0.027,0.080,0.003,8,0.003,6268,4.228e-06,14143848,2.683e-06,8974665,0,0,1.610e-06,27,0.002,4,2.076e-04,8.403e-04,2,0.002,4,0.003,6,80,1,1,1,
36544739,davidcfrancis,0,70,1.258e-06,7,4.202e-04,1,0,2,3.114e-04,538771,0.033,0.100,0.004,9,0.001,2321,1.307e-06,4373527.500,2.740e-05,91655480,0,0,1.670e-06,28,0.003,8,9.767e-05,4.202e-04,1,0.002,4,4.202e-04,1,81,1,1,1,
22077599,EliasGroll,0,268,7.189e-06,40,0.003,8,7.978e-06,18,5.815e-04,1005990,0.050,0.149,0.008,19,0.001,3123,1.237e-05,41386728,3.324e-05,111197016,1.487e-04,1,6.202e-06,104,0.006,14,1.797e-04,0.003,8,0.004,10,0.004,10,82,1,1,1,
114670081,rebleber,0,773,2.049e-05,114,0.005,12,1.950e-05,44,0.003,5202740,0.049,0.147,0.017,41,0.008,17505,3.839e-05,128409600,5.620e-05,187981328,0.001,7,1.741e-05,292,0.009,22,2.165e-04,0.006,14,0.013,31,0.004,10,1,1,1,1,
17423992,suzyji,0,760,2.085e-05,116,0.003,7,1.862e-05,42,0.001,2106332,0.051,0.153,0.005,12,0.009,19656,1.032e-04,345236608,6.917e-05,231375376,2.973e-04,2,1.479e-05,248,0.004,10,1.742e-04,0.003,7,0.004,9,0.011,25,1,1,1,1,
50854062,nhheikkinen,0,206,2.300e-05,128,0.005,13,4.565e-05,103,4.507e-04,779845,0.207,0.621,0.013,31,5.350e-04,1188,9.493e-06,31753756,2.420e-05,80957360,0.003,20,2.022e-05,339,0.008,18,3.005e-04,0.008,20,0.004,9,0.007,17,1,1,1,1,
16910688,apeterka,0,611,3.756e-05,209,0.005,13,1.099e-04,248,8.804e-04,1523144,0.114,0.342,0.016,38,0.001,2386,1.817e-05,60769224,2.922e-05,97731808,0.007,44,5.165e-05,866,0.008,18,6.375e-04,0.011,25,0.011,27,0.008,19,1,1,1,1,
32995184,lucia_graves,0,541,2.228e-05,124,0.005,13,2.172e-05,49,0.002,3209297,0.076,0.229,0.012,28,0.004,8456,5.295e-05,177120512,5.492e-05,183721184,0.001,8,1.545e-05,259,0.009,22,2.363e-04,0.007,17,0.008,18,0.011,27,1,1,1,1,
52392666,ZoeTillman,0,2027,5.409e-05,301,0.008,18,1.808e-04,408,0.036,62335104,0.049,0.148,0.054,129,0.009,19595,1.783e-04,596323072,1.263e-04,422390080,0.004,27,1.313e-04,2202,0.017,40,0.003,0.013,30,0.047,113,0.014,34,1,1,1,1,
14848157,gcaw,0,1385,1.114e-05,62,0.003,6,9.308e-06,21,0.002,2737318,0.015,0.045,0.011,25,0.012,26056,5.828e-05,194951712,5.971e-05,199729792,1.487e-04,1,8.767e-06,147,0.007,17,1.542e-04,0.003,6,0.007,16,0.005,11,1,1,1,1,
132215786,PhilipTerzian,0,1672,1.240e-05,69,0.003,7,6.205e-06,14,0.001,2215276,0.014,0.041,0.005,12,0.003,5837,3.184e-05,106517648,7.168e-05,239774624,0,0,7.156e-06,120,0.004,10,1.100e-04,0.003,8,0.001,3,0.004,9,1,1,1,1,
15741263,MichaelRWarren,0,2393,8.860e-05,493,0.011,26,1.799e-04,406,0.032,54607004,0.069,0.206,0.050,120,0.004,8728,1.363e-04,455826656,1.485e-04,496676512,0.029,197,9.792e-05,1642,0.017,41,0.001,0.021,51,0.042,99,0.046,110,1,1,1,1,
27689907,McCormackJohn,0,3531,1.477e-04,822,0.011,26,1.467e-04,331,0.024,40728688,0.078,0.233,0.035,84,0.012,26678,2.275e-04,760849856,1.478e-04,494509792,0.022,146,1.181e-04,1981,0.017,41,7.245e-04,0.017,40,0.027,65,0.064,152,1,1,1,1,
611816381,JVLast,0,2198,7.296e-05,406,0.003,7,6.826e-05,154,0.009,16361090,0.062,0.185,0.012,29,0.003,7085,8.194e-05,274087808,1.247e-04,417060832,1.487e-04,1,5.409e-05,907,0.008,20,4.137e-04,0.003,7,0.007,17,0.008,18,1,1,1,1,
205886080,PFSwarts,0,16,1.258e-06,7,4.202e-04,1,0,1,3.840e-06,6643,0.146,0.438,8.403e-04,2,2.977e-04,661,0,3824189.500,1.912e-06,6396618.500,0,0,0,10,4.202e-04,1,7.368e-05,4.202e-04,1,0,0,8.403e-04,2,83,1,1,1,
87961779,LCBridgeford,0,219,6.470e-06,36,4.202e-04,1,7.978e-06,18,8.846e-06,15304,0.055,0.164,0.002,4,3.720e-04,826,6.316e-06,21127562,2.410e-06,8061816,0,0,5.308e-06,89,0.001,3,9.342e-05,4.202e-04,1,0.001,3,0.005,13,1,1,1,1,
41524135,lladkins,0,631,1.438e-06,8,0,0,0,0,0,1825,0.004,0.013,0,0,8.219e-04,1825,2.750e-06,9198509,0,0,0,0,0,14,0,0,7.284e-05,0,0,0,0,0.002,5,1,1,22,1,
113745340,LukeRsmom,0,17,0,0,0,0,0,0,1.963e-04,339592,0,0,4.202e-04,1,0.003,5832,0,0,4.009e-05,134103176,0,0,0,2,4.202e-04,1,7.370e-05,0,0,4.202e-04,1,0,0,84,1,23,1,
277516059,lmullinsdc,0,33,0,3,4.202e-04,1,0,1,8.704e-05,150596,0.030,0.091,0.002,5,3.761e-04,835,0,414016.812,2.422e-05,81019240,0,0,0,11,0.002,4,1.033e-04,4.202e-04,1,8.403e-04,2,8.403e-04,2,85,1,1,1,
