Node-Id,Node-Title,inDegreeCentrality-2-Twitter JSON all_filtered,inDegreeCentrality-2-Twitter JSON all_filtered-unscaled,totalDegreeCentrality-2-Twitter JSON all_filtered,totalDegreeCentrality-2-Twitter JSON all_filtered-unscaled,weakComponentMembers-6-Twitter JSON all_filtered,
peaceinAsia,peaceinAsia,2.349e-06,2,0,2,2982,
lastgaspdiplomacy,lastgaspdiplomacy,2.349e-06,2,0,2,2982,
KemSokha,KemSokha,7.048e-06,6,0,10,1,
Cambodia,Cambodia,4.699e-05,40,0,30,1,
1MDB,1MDB,4.699e-06,4,0,6,1,
WSJ,WSJ,3.524e-06,3,0,6,1,
freeexpression,freeexpression,2.349e-06,2,0,2,1,
Duterte,Duterte,1.292e-05,11,0,19,1,
SafetyZones,SafetyZones,2.349e-06,2,0,6,1,
DeepSouth,DeepSouth,9.397e-06,8,0,12,1,
ZhangKai,ZhangKai,2.349e-06,2,0,4,1,
RSDL,RSDL,2.349e-06,2,0,4,1,
JiangTianyong,JiangTianyong,2.349e-06,2,0,0,2983,
bloggers,bloggers,2.349e-06,2,0,4,1,
HunSen,HunSen,4.699e-06,4,0,6,1,
term,term,2.349e-06,2,0,4,1,
LiuFeiyue,LiuFeiyue,2.349e-06,2,0,2,2984,
FreeLiuFeiyue,FreeLiuFeiyue,2.349e-06,2,0,2,2984,
LGBTRights,LGBTRights,2.349e-06,2,0,0,2985,
AprilSnow,AprilSnow,0,1,0,0,2986,
MarchForOurGuns,MarchForOurGuns,2.349e-06,2,0,2,1,
breathtaking,breathtaking,1.527e-05,13,0,1,2987,
timelapse,timelapse,0,1,0,0,2988,
Leonardtown,Leonardtown,3.524e-06,3,0,5,1,
WinterReadyDC,WinterReadyDC,2.584e-05,22,0,4,1,
DavidTuss,DavidTuss,2.349e-06,2,0,0,2989,
PWCPD,PWCPD,1.410e-05,12,0,31,1,
TeamCulver,TeamCulver,8.223e-06,7,0,7,1,
30Years,30Years,0,1,0,0,2990,
fundraiser,fundraiser,3.524e-06,3,0,3,1,
LoudounCounty,LoudounCounty,7.048e-06,6,0,5,1,
eaglets,eaglets,2.349e-06,2,0,0,2991,
PrinceWilliamCounty,PrinceWilliamCounty,7.048e-06,6,0,12,1,
TargetUSA,TargetUSA,1.057e-05,9,0,0,2992,
NationalZoo,NationalZoo,0,1,0,2,1,
fertility,fertility,0,1,0,5,1,
clinic,clinic,0,1,0,5,1,
eggs,eggs,0,1,0,5,1,
embryos,embryos,0,1,0,5,1,
refrigeration,refrigeration,0,1,0,5,1,
Cosmo,Cosmo,0,1,0,2,1,
checkout,checkout,0,1,0,2,1,
beltway,beltway,0,1,0,2,1,
SaintMary,SaintMary,0,1,0,3,1,
Loveville,Loveville,0,1,0,3,1,
injuries,injuries,0,1,0,3,1,
cheaper,cheaper,0,1,0,1,1,
Threat,Threat,3.524e-06,3,0,15,1,
CMIT,CMIT,0,1,0,6,1,
charterschool,charterschool,0,1,0,6,1,
Graffiti,Graffiti,2.349e-06,2,0,13,1,
bathroom,bathroom,0,1,0,6,1,
Stepped,Stepped,0,1,0,6,1,
boy,boy,0,1,0,4,1,
temperatures,temperatures,0,1,0,0,2993,
toxicology,toxicology,0,1,0,2,1,
fentanyl,fentanyl,4.934e-05,42,7.239e-06,209,1,
threatened,threatened,0,1,0,3,1,
silent,silent,0,1,0,3,1,
affair,affair,0,1,0,3,1,
Melania,Melania,3.524e-06,3,0,12,1,
son,son,2.349e-06,2,0,5,1,
action,action,0,1,0,2,1,
Bloom,Bloom,3.524e-06,3,0,7,1,
Invitations,Invitations,0,1,0,1,1,
volunteers,volunteers,3.524e-06,3,0,19,1,
crowds,crowds,0,1,0,3,1,
support,support,5.873e-06,5,0,16,1,
LATIMES,LATIMES,0,1,0,5,1,
nails,nails,0,1,0,5,1,
shrapnel,shrapnel,0,1,0,5,1,
HomeDepot,HomeDepot,0,1,0,5,1,
RoundRock,RoundRock,5.873e-06,5,0,15,1,
melt,melt,0,1,0,1,1,
forecast,forecast,3.524e-06,3,0,3,1,
OtessaGhadar,OtessaGhadar,0,1,0,0,2994,
InTheHeights,InTheHeights,7.048e-06,6,0,0,2995,
DukeKansas,DukeKansas,0,1,0,3,1,
GraysonAllen,GraysonAllen,2.349e-06,2,0,4,1,
IsleOfDogs,IsleOfDogs,0,1,0,0,2996,
MASH,MASH,3.524e-06,3,0,2,1,
RiseAndGrind,RiseAndGrind,2.349e-06,2,0,0,2997,
dcsnowteam,dcsnowteam,0,1,0,2,2998,
refreeze,refreeze,0,1,0,2,2998,
drivelikeyougotsomesense,drivelikeyougotsomesense,0,1,0,2,2998,
TrabajandoParaTi,TrabajandoParaTi,9.397e-06,8,0,16,1,
TELUMUNDO,TELUMUNDO,2.349e-06,2,0,4,1,
k9,k9,7.048e-06,6,0,33,1,
easterbasket,easterbasket,0,1,0,2,1,
eastereggs,eastereggs,3.524e-06,3,0,6,1,
miraclebaby,miraclebaby,3.524e-06,3,0,3,2999,
congalineoftrucks,congalineoftrucks,2.349e-06,2,0,0,3000,
redflag,redflag,2.349e-06,2,0,4,1,
HB1302,HB1302,2.349e-06,2,0,4,1,
gmhs,gmhs,4.699e-06,4,0,2,1,
NSync,NSync,3.524e-06,3,0,0,3001,
GoldenTriangleDC,GoldenTriangleDC,2.349e-06,2,0,2,2876,
roomwhereithappens,roomwhereithappens,0,1,0,1,292,
Episcopalians,Episcopalians,2.349e-06,2,0,2,1,
snowstickchallenge,snowstickchallenge,0,1,0,0,3002,
teamTuss,teamTuss,8.223e-06,7,0,5,1,
notjustjewsinflorida,notjustjewsinflorida,0,1,0,0,3003,
RufusThomas,RufusThomas,2.349e-06,2,0,0,3004,
NewPatron,NewPatron,2.349e-06,2,0,0,3005,
AlexandriaVa,AlexandriaVa,2.819e-05,24,3.429e-06,99,1,
iServeDC,iServeDC,2.349e-06,2,0,0,3006,
TweetLandofLiberty,TweetLandofLiberty,2.349e-05,20,1.628e-06,47,1,
BigCheck,BigCheck,4.699e-06,4,0,10,1,
comedy4charity,comedy4charity,2.349e-06,2,0,6,1,
BestViewers,BestViewers,0,1,0,1,1,
fox5family,fox5family,0,1,0,0,3007,
Os,Os,0,1,0,1,1,
rivals,rivals,0,1,0,0,3008,
ForeverDuke,ForeverDuke,0,1,0,0,3009,
NavyCorpsman,NavyCorpsman,0,1,0,1,3010,
ArmyMedic,ArmyMedic,0,1,0,1,3010,
sledding,sledding,0,1,0,4,1,
SpringSnow,SpringSnow,1.997e-05,17,0,27,1,
SpringSnowStorm,SpringSnowStorm,2.349e-06,2,0,5,1,
fatherhood,fatherhood,4.699e-06,4,0,6,1,
ForeverToThee,ForeverToThee,2.349e-06,2,0,3,1,
Forever22,Forever22,0,1,0,1,1,
newBFF,newBFF,0,1,0,0,3011,
mylife,mylife,2.349e-06,2,0,1,1,
layers,layers,0,1,0,2,1,
glop,glop,2.349e-06,2,0,4,1,
MassiveResistance,MassiveResistance,2.349e-06,2,0,2,1,
PrinceGeorges,PrinceGeorges,3.524e-06,3,0,5,1,
Fairfax,Fairfax,3.289e-05,28,0,21,1,
Leesburg,Leesburg,1.057e-05,9,0,2,1,
JUST,JUST,7.048e-06,6,0,4,1,
parkwayoverlook,parkwayoverlook,0,1,0,1,3012,
rootstoroofsdc,rootstoroofsdc,0,1,0,1,3012,
PostShowPump,PostShowPump,3.524e-06,3,0,3,3013,
PreShowPump,PreShowPump,5.873e-06,5,0,4,3013,
SmartNews,SmartNews,2.349e-06,2,0,2,1,
Resign,Resign,3.524e-06,3,0,8,1,
SWDC,SWDC,8.223e-06,7,0,5,1,
SouthwestDC,SouthwestDC,2.349e-06,2,0,2,3014,
BlindWhino,BlindWhino,2.349e-06,2,0,2,3014,
GoHomeWinterYoureDrunk,GoHomeWinterYoureDrunk,0,1,0,2,1,
MarvelStudios,MarvelStudios,0,1,0,1,1,
silk,silk,2.349e-06,2,0,2,3015,
iKNOWitAll,iKNOWitAll,2.349e-06,2,0,2,3015,
NNPA,NNPA,7.048e-06,6,1.386e-06,40,1,
BlackPress,BlackPress,7.048e-06,6,1.386e-06,40,1,
BeInformed,BeInformed,7.048e-06,6,1.386e-06,40,1,
DAMAGE,DAMAGE,1.057e-05,9,0,28,1,
newmusic,newmusic,2.349e-06,2,0,14,1,
mya,mya,2.349e-06,2,0,14,1,
planet9,planet9,2.349e-06,2,0,14,1,
mgm,mgm,2.349e-06,2,0,14,1,
rnb,rnb,2.349e-06,2,0,14,1,
newmusicalert,newmusicalert,2.349e-06,2,0,14,1,
DMX,DMX,0,1,0,0,3016,
TeddyP,TeddyP,2.349e-06,2,0,0,3017,
GoodDayDC,GoodDayDC,7.753e-05,66,2.736e-06,79,1,
ArlingtonDrafthouse,ArlingtonDrafthouse,0,1,0,1,1,
PhilChenier,PhilChenier,2.349e-06,2,0,2,1,
NyuckNyuckNyuck,NyuckNyuckNyuck,0,1,0,0,3018,
WizNuggets,WizNuggets,2.349e-06,2,0,2,1,
Instinct,Instinct,0,1,0,0,3019,
clownin,clownin,0,1,0,0,3020,
LeBron,LeBron,3.524e-06,3,0,1,1972,
Orkin,Orkin,0,1,0,1,3021,
Chipotle,Chipotle,0,1,0,1,3021,
istillhateduke,istillhateduke,0,1,0,0,3022,
CardiacCuse,CardiacCuse,0,1,0,0,3023,
GoCuse,GoCuse,8.223e-06,7,0,6,1,
beatduke,beatduke,4.699e-06,4,0,2,1,
ResponsibleJournalism,ResponsibleJournalism,0,1,0,1,1,
CollegeBeachWeekend,CollegeBeachWeekend,2.349e-06,2,0,0,3024,
HedyLamarr,HedyLamarr,2.349e-06,2,0,6,1,
MarchForOurLivesParkland,MarchForOurLivesParkland,2.349e-06,2,0,0,3025,
Snizzle,Snizzle,2.349e-06,2,0,0,3026,
naturemoment,naturemoment,0,1,0,0,3027,
Hwy192,Hwy192,2.349e-06,2,0,2,3028,
Carpinteria,Carpinteria,4.699e-06,4,0,10,3028,
wxrecord,wxrecord,2.349e-06,2,0,16,1,
Oxnard,Oxnard,2.349e-06,2,0,16,1,
Camarillo,Camarillo,2.349e-06,2,0,16,1,
PasoRobles,PasoRobles,2.349e-06,2,0,16,1,
Palmdale,Palmdale,9.397e-06,8,1.524e-06,44,1,
LArain,LArain,8.223e-06,7,0,20,1,
CAstorm,CAstorm,2.349e-06,2,0,16,1,
AtmosphericRiver,AtmosphericRiver,2.349e-06,2,0,16,1,
mdga10,mdga10,0,1,0,0,3029,
sockburning,sockburning,0,1,0,0,3030,
snowdays,snowdays,0,1,0,1,1,
snowhawks,snowhawks,2.349e-06,2,0,6,1,
snowgeese,snowgeese,0,1,0,1,1,
snowgoose,snowgoose,0,1,0,1,1,
dogsinsnow,dogsinsnow,1.292e-05,11,0,28,1,
PartyWithAPurpose,PartyWithAPurpose,2.349e-06,2,0,2,3031,
JNJPGC1974,JNJPGC1974,2.349e-06,2,0,2,3031,
iaff2068,iaff2068,2.349e-06,2,0,4,1,
fairfaxfirefighters,fairfaxfirefighters,2.349e-06,2,0,4,1,
MorningVibes,MorningVibes,0,1,0,1,3013,
bucketlist,bucketlist,5.873e-06,5,0,6,1,
meghan,meghan,2.349e-06,2,0,4,1,
whatsinaname,whatsinaname,2.349e-06,2,0,4,1,
80sFortuneCookies,80sFortuneCookies,3.524e-06,3,0,0,3032,
royalwatch,royalwatch,1.527e-05,13,0,20,1,
PrinceHarry,PrinceHarry,5.873e-06,5,0,16,1,
MeghanMarkle,MeghanMarkle,7.048e-06,6,0,17,1,
hellospring,hellospring,2.349e-06,2,0,2,1,
dontstopinspiring,dontstopinspiring,0,1,0,1,3033,
imlavenous,imlavenous,0,1,0,1,3033,
atticus,atticus,0,1,0,2,1,
ilovemylab,ilovemylab,2.349e-06,2,0,2,1,
theranch,theranch,0,1,0,2,1,
wtop,wtop,1.527e-05,13,0,14,1,
VRE,VRE,8.223e-06,7,0,5,1,
MARC,MARC,3.524e-06,3,0,1,1,
CheckOutAnytimeYouLikeButYouCanNeverLeave,CheckOutAnytimeYouLikeButYouCanNeverLeave,0,1,0,0,3034,
tragic,tragic,0,1,0,0,3035,
Latino,Latino,7.048e-06,6,0,2,1,
withoutyou,withoutyou,3.524e-06,3,0,6,1,
pinned,pinned,2.349e-06,2,0,0,3036,
politicspolicypowerandlaw,politicspolicypowerandlaw,1.292e-05,11,0,6,1,
VaPolitics,VaPolitics,7.048e-06,6,0,4,1,
NBCC4DC,NBCC4DC,0,1,0,0,3037,
MinnesotaMiracle,MinnesotaMiracle,0,1,0,1,3038,
Awkward,Awkward,4.699e-06,4,0,1,3038,
CaboodleComeback,CaboodleComeback,0,1,0,0,3039,
runthemoutthegym,runthemoutthegym,0,1,0,1,1,
WorkingMom,WorkingMom,2.349e-06,2,0,2,1,
WomenMakeHistory,WomenMakeHistory,1.410e-05,12,0,20,1,
2D,2D,2.349e-06,2,0,4,1,
gametime,gametime,4.699e-06,4,0,6,1,
Catlanta,Catlanta,2.349e-06,2,0,4,1,
prayforjaelynn,prayforjaelynn,4.699e-06,4,0,0,3040,
matchmadeinheaven,matchmadeinheaven,0,1,0,0,3041,
7OnYourSide,7OnYourSide,3.407e-05,29,1.282e-06,37,1,
notadvised,notadvised,0,1,0,0,3042,
SmallButPowerful,SmallButPowerful,0,1,0,2,1,
outofthemouthsofbabes,outofthemouthsofbabes,0,1,0,2,1,
KIDDE,KIDDE,0,1,0,3,1,
FireSafety,FireSafety,0,1,0,3,1,
alcl,alcl,2.349e-06,2,0,2,1,
implants,implants,0,1,0,2,1,
2ndAmendmentRights,2ndAmendmentRights,0,1,0,2,1,
Airfare,Airfare,2.349e-06,2,0,2,1,
JamesDingellPhotography,JamesDingellPhotography,2.349e-06,2,0,6,1,
artofthedeal,artofthedeal,2.349e-06,2,0,0,3043,
Joy,Joy,5.873e-06,5,0,7,1,
INeedMySpace,INeedMySpace,2.349e-06,2,0,0,3044,
idabwells,idabwells,2.349e-06,2,0,8,1,
madeunlimitedsports,madeunlimitedsports,0,1,0,0,3045,
MLK50Years,MLK50Years,2.349e-06,2,0,0,3046,
GoGators,GoGators,8.223e-06,7,0,10,1,
Thankfull,Thankfull,2.349e-06,2,0,3,3047,
Aprendiendo,Aprendiendo,2.349e-06,2,0,3,3047,
VivaWellness,VivaWellness,0,1,0,2,3047,
littlequeen,littlequeen,2.349e-06,2,0,0,3048,
outbreak,outbreak,2.349e-06,2,0,0,3049,
SnowTrak7,SnowTrak7,3.524e-06,3,0,0,3050,
MarylandDay,MarylandDay,3.524e-06,3,0,2,3051,
MDHistory,MDHistory,2.349e-06,2,0,2,3051,
TheWhiteHouse,TheWhiteHouse,8.223e-06,7,0,6,1,
Actualización,Actualización,2.349e-06,2,0,0,3052,
SiNevaraEnCuba,SiNevaraEnCuba,0,1,0,0,3053,
spacenerd,spacenerd,0,1,0,2,1,
Parker,Parker,0,1,0,2,1,
wjla,wjla,4.699e-06,4,0,7,1,
phan,phan,4.699e-06,4,0,9,1,
neighbors,neighbors,0,1,0,1,1,
packages,packages,2.349e-06,2,0,2,1,
powder,powder,0,1,0,2,1,
suspiciouspackages,suspiciouspackages,0,1,0,2,1,
FortBelvoir,FortBelvoir,0,1,0,0,3054,
warmatlast,warmatlast,0,1,0,1,1,
City,City,4.699e-06,4,0,23,1,
lifestyles,lifestyles,0,1,0,3,1,
OnlynOn7,OnlynOn7,2.349e-06,2,0,0,3055,
urbanwalker,urbanwalker,0,1,0,3,1,
walkers,walkers,0,1,0,1,1,
hurryspring,hurryspring,0,1,0,2,1,
blossoms,blossoms,3.524e-06,3,0,6,1,
Gundebate,Gundebate,1.527e-05,13,0,13,1,
laws,laws,2.349e-06,2,0,4,1,
truck,truck,5.873e-06,5,0,7,1,
trial,trial,2.349e-06,2,0,5,1,
pedestrian,pedestrian,0,1,0,3,1,
plea,plea,0,1,0,3,1,
rt210,rt210,0,1,0,1,1,
marchlikealion,marchlikealion,2.349e-06,2,0,4,1,
storm,storm,2.702e-05,23,1.697e-06,49,1,
driving,driving,2.349e-06,2,0,3,1,
axiosvitals,axiosvitals,7.048e-06,6,0,0,3056,
SkimmLife,SkimmLife,9.397e-06,8,0,2,1,
axiosmediatrends,axiosmediatrends,2.349e-06,2,0,0,3057,
nikon35mm,nikon35mm,0,1,0,0,3058,
osteosarcoma,osteosarcoma,0,1,0,0,3059,
Educational,Educational,0,1,0,0,3060,
APSWomensHistory,APSWomensHistory,2.349e-06,2,0,0,3061,
cocktails,cocktails,7.048e-06,6,0,6,1,
performance,performance,3.524e-06,3,0,7,1,
Cicig,Cicig,0,1,0,0,3062,
NXIVM,NXIVM,2.349e-06,2,0,2,3063,
ESP,ESP,3.524e-06,3,0,2,3063,
DíaMundialDelAgua,DíaMundialDelAgua,2.349e-06,2,0,0,3064,
VotoXVoto,VotoXVoto,2.349e-06,2,0,4,1,
Elecciones2018,Elecciones2018,2.349e-06,2,0,4,1,
Iniohos18,Iniohos18,2.349e-06,2,0,4,1,
cyclists,cyclists,0,1,0,3,1,
IdahoStop,IdahoStop,2.349e-06,2,0,3,1,
bicycling,bicycling,0,1,0,3,1,
trafficsafety,trafficsafety,5.873e-06,5,0,9,1,
caregivers,caregivers,0,1,0,3,1,
FamilyLaw,FamilyLaw,0,1,0,3,1,
elderabuse,elderabuse,0,1,0,3,1,
Bullets40,Bullets40,3.524e-06,3,0,0,3065,
methadone,methadone,0,1,0,4,1,
DEA,DEA,6.108e-05,52,1.008e-05,291,1,
harmreduction,harmreduction,7.048e-06,6,0,11,1,
SaveGrandStaircase,SaveGrandStaircase,4.699e-06,4,0,3,1,
reversepaygap,reversepaygap,2.349e-06,2,0,4,3066,
majorityminority,majorityminority,2.349e-06,2,0,4,3066,
MindTheGap,MindTheGap,2.349e-06,2,0,4,3066,
PresidentialMarchMadness,PresidentialMarchMadness,7.048e-06,6,0,6,1,
DavidDennison,DavidDennison,2.349e-06,2,0,1,1,
Dopey,Dopey,0,1,0,0,3067,
BeAHuman,BeAHuman,0,1,0,0,3068,
Beatles,Beatles,7.048e-06,6,0,2,1,
FDNY,FDNY,5.873e-06,5,0,2,3069,
UFCAC,UFCAC,2.349e-06,2,0,0,3070,
ConservativeLogic,ConservativeLogic,2.349e-06,2,0,4,1,
FieldOfTulips,FieldOfTulips,0,1,0,1,1,
MakeItPlain,MakeItPlain,8.340e-05,71,0,2,1,
victorious,victorious,0,1,0,1,1,
awesome,awesome,9.397e-06,8,0,21,1,
examiningagriculture,examiningagriculture,3.524e-06,3,0,0,3071,
BIGRON,BIGRON,9.397e-06,8,0,3,2987,
BIGRONDOINGBIGTHINGS,BIGRONDOINGBIGTHINGS,0,1,0,1,2987,
PBS,PBS,5.873e-06,5,0,8,1,
EasterEgg,EasterEgg,3.524e-06,3,0,6,1,
LetsGoOs,LetsGoOs,0,1,0,3,1,
bedhead,bedhead,0,1,0,0,3072,
StormySunday,StormySunday,8.223e-06,7,1.351e-06,39,1,
Mogadishu,Mogadishu,5.873e-06,5,0,9,1,
ReligionReport,ReligionReport,2.349e-06,2,0,0,3073,
MohammedBinSalman,MohammedBinSalman,7.048e-06,6,0,12,1,
yemencrisis,yemencrisis,7.048e-06,6,0,10,1,
Taiwanese,Taiwanese,0,1,0,0,3074,
Haqqani,Haqqani,5.873e-06,5,0,16,1,
alQada,alQada,2.349e-06,2,0,2,1,
summitoftheamericas,summitoftheamericas,2.349e-06,2,0,2,1,
Mandarin,Mandarin,2.349e-06,2,0,0,3075,
EastAfrica,EastAfrica,0,1,0,4,1,
ReformBBG,ReformBBG,4.699e-06,4,0,0,3076,
视频,视频,2.349e-06,2,0,0,3077,
nerveagent,nerveagent,1.175e-05,10,0,26,1,
WinterPark,WinterPark,4.699e-06,4,0,2,1,
SahabatKemlu,SahabatKemlu,2.349e-06,2,0,4,3078,
SafeTravelKemlu,SafeTravelKemlu,2.349e-06,2,0,4,3078,
ResponsiblyFun,ResponsiblyFun,2.349e-06,2,0,4,3078,
LoveWins,LoveWins,1.292e-05,11,0,20,1,
Everytime,Everytime,2.349e-06,2,0,6,1,
roseallday,roseallday,0,1,0,0,3079,
foodtrend,foodtrend,2.349e-06,2,0,2,1,
AQIM,AQIM,0,1,0,3,1,
Ubari,Ubari,3.524e-06,3,0,9,1,
KSA,KSA,5.873e-06,5,0,12,1,
Houthis,Houthis,4.699e-06,4,0,12,1,
DeirEzzor,DeirEzzor,5.873e-06,5,0,11,1,
alQaim,alQaim,2.349e-06,2,0,7,1,
Farah,Farah,0,1,0,2,1,
Amaq,Amaq,0,1,0,2,1,
Trebes,Trebes,9.397e-06,8,0,6,1,
Saudis,Saudis,4.699e-06,4,0,10,1,
foreigfighters,foreigfighters,0,1,0,2,1,
foreignfighers,foreignfighers,0,1,0,2,1,
Jowzjan,Jowzjan,0,1,0,3,1,
okay,okay,0,1,0,1,3080,
fixed,fixed,0,1,0,1,3080,
cheekswab,cheekswab,2.349e-06,2,0,4,1,
modernera,modernera,2.349e-06,2,0,4,1,
TrumpAdministration,TrumpAdministration,1.057e-05,9,0,19,1,
ParklandStudent,ParklandStudent,3.524e-06,3,0,1,1,
Kemerovo,Kemerovo,1.292e-05,11,0,11,1,
Skripals,Skripals,9.397e-06,8,0,13,1,
expulsions,expulsions,2.349e-06,2,0,4,1,
2018worldcup,2018worldcup,0,1,0,2,1,
Antonov,Antonov,1.527e-05,13,0,5,1,
DonaldTusk,DonaldTusk,0,1,0,2,1,
RussianSpyPoisoning,RussianSpyPoisoning,9.397e-06,8,0,19,1,
gunowners,gunowners,0,1,0,1,1,
HappeningNow,HappeningNow,1.410e-05,12,0,14,1,
Iranians,Iranians,3.524e-06,3,0,6,1,
JusticeDepartment,JusticeDepartment,4.699e-06,4,0,20,1,
LakeChad,LakeChad,4.699e-06,4,0,10,1,
Sullivan,Sullivan,4.699e-06,4,0,11,1,
SullivanUSIP,SullivanUSIP,9.397e-06,8,0,14,1,
Maduro,Maduro,9.397e-06,8,0,18,1,
RohingyaCrisis,RohingyaCrisis,7.048e-06,6,0,8,1,
DELAYED,DELAYED,2.349e-06,2,0,0,3081,
chsnews,chsnews,7.048e-06,6,0,10,1,
Sarkozy,Sarkozy,1.057e-05,9,0,7,1,
IranNuclearDeal,IranNuclearDeal,0,1,0,0,3082,
indramwetrust,indramwetrust,0,1,0,0,3083,
springsnowday,springsnowday,0,1,0,1,1,
MyDreamJobIn4Words,MyDreamJobIn4Words,0,1,0,0,3084,
MormonMeToo,MormonMeToo,0,1,0,0,3085,
MastiGate,MastiGate,0,1,0,1,1,
Beyonce,Beyonce,4.699e-06,4,0,5,1,
ftw,ftw,0,1,0,0,3086,
supportM4OL,supportM4OL,2.349e-06,2,0,0,3087,
leftovers,leftovers,0,1,0,0,3088,
NeoNazi,NeoNazi,0,1,0,1,1,
WhiteSupremacy,WhiteSupremacy,3.524e-06,3,0,2,1,
ChinaTariffs,ChinaTariffs,0,1,0,5,1,
Україну,Україну,3.524e-06,3,0,0,3089,
бнр100,бнр100,3.524e-06,3,0,0,3090,
Kyiv,Kyiv,5.873e-06,5,0,10,1,
Lviv,Lviv,3.524e-06,3,0,6,1,
ЦейДень,ЦейДень,3.524e-05,30,0,0,3091,
office,office,2.349e-06,2,0,8,1,
highschools,highschools,2.349e-06,2,0,8,1,
Governor,Governor,5.873e-06,5,0,18,1,
Katumbi,Katumbi,3.524e-06,3,0,5,1,
Angola,Angola,0,1,0,0,3092,
Togo,Togo,8.223e-06,7,0,3,1,
Conakry,Conakry,0,1,0,1,3093,
Guinee,Guinee,0,1,0,1,3093,
TotalCAFCL,TotalCAFCL,0,1,0,0,3094,
TotalCAFCC,TotalCAFCC,0,1,0,0,3095,
AfricanDiaspora,AfricanDiaspora,0,1,0,4,1,
AfricanUnion,AfricanUnion,2.349e-06,2,0,5,1,
investment,investment,8.223e-06,7,0,23,1,
USNigeria,USNigeria,0,1,0,4,1,
WWFZA,WWFZA,0,1,0,5,1,
BokoHaram,BokoHaram,3.289e-05,28,1.282e-06,37,1,
Dontgettoocomfortable,Dontgettoocomfortable,2.349e-06,2,0,0,3096,
ruralcounties,ruralcounties,3.524e-06,3,0,7,1,
urbancounties,urbancounties,2.349e-06,2,0,4,1,
SigDig,SigDig,2.349e-06,2,0,0,3097,
SuckItWillieNelson,SuckItWillieNelson,0,1,0,1,3098,
Turkmenistan,Turkmenistan,0,1,0,1,3098,
aac18,aac18,0,1,0,0,3099,
OurLivesMatter,OurLivesMatter,2.349e-06,2,0,2,1,
Chappaquiddick,Chappaquiddick,2.349e-06,2,0,1,1,
NOKOR,NOKOR,2.349e-06,2,0,5,1,
Итоги,Итоги,4.699e-06,4,0,3,3100,
bikers,bikers,0,1,0,0,3101,
project84,project84,3.524e-06,3,0,0,3102,
ralpol,ralpol,2.349e-06,2,0,2,1,
OutHereInAmerica,OutHereInAmerica,3.524e-06,3,0,9,1,
OHIA,OHIA,4.699e-06,4,0,10,1,
ToxicTwitter,ToxicTwitter,3.524e-06,3,0,0,3103,
TurkishWarCrimes,TurkishWarCrimes,2.349e-06,2,0,4,1,
Vols,Vols,3.524e-06,3,0,0,3104,
Riverdale,Riverdale,7.048e-06,6,0,1,3105,
Bughead,Bughead,0,1,0,1,3105,
CarlieCasey,CarlieCasey,2.349e-06,2,0,0,3106,
PTI,PTI,4.699e-06,4,0,6,1,
ImranKhan,ImranKhan,2.349e-06,2,0,2,1,
ohNewsroom,ohNewsroom,2.349e-06,2,0,0,3107,
Karachi,Karachi,2.349e-06,2,0,12,3108,
PSL,PSL,2.349e-06,2,0,12,3108,
DrighRoad,DrighRoad,2.349e-06,2,0,12,3108,
KHIAlerts,KHIAlerts,2.349e-06,2,0,12,3108,
PSLFinalinKarachi,PSLFinalinKarachi,4.699e-06,4,0,12,3108,
PSLSeason3,PSLSeason3,2.349e-06,2,0,12,3108,
IUvPZ,IUvPZ,2.349e-06,2,0,12,3108,
politicsmonday,politicsmonday,4.699e-06,4,0,1,1,
survived,survived,2.349e-06,2,0,12,1,
mission10miler2018,mission10miler2018,0,1,0,6,1,
pr,pr,4.699e-06,4,0,12,1,
toowindy,toowindy,0,1,0,6,1,
4thyear,4thyear,0,1,0,6,1,
frederickrescuemission,frederickrescuemission,0,1,0,6,1,
intellectualdisabilities,intellectualdisabilities,0,1,0,0,3109,
selfcare,selfcare,0,1,0,1,1,
cwpencilenterprise,cwpencilenterprise,0,1,0,0,3110,
HuffPost,HuffPost,0,1,0,2,1,
supportpublicradio,supportpublicradio,3.524e-06,3,0,0,3111,
skunkbear,skunkbear,2.349e-06,2,0,0,3112,
npralltechconsidered,npralltechconsidered,0,1,0,0,3113,
fatmenscreaming,fatmenscreaming,2.349e-06,2,0,0,3114,
BankRate,BankRate,2.349e-06,2,0,0,3115,
hyperinflation,hyperinflation,2.349e-06,2,0,4,1,
IMF,IMF,1.997e-05,17,0,32,1,
bicyclists,bicyclists,0,1,0,0,3116,
visitation,visitation,0,1,0,0,3117,
NationalJoeDay,NationalJoeDay,0,1,0,0,3118,
WorldView,WorldView,7.048e-06,6,0,6,1,
freeshawkan,freeshawkan,1.997e-05,17,0,19,1,
Egyptelection,Egyptelection,0,1,0,3,1,
dkpol,dkpol,2.349e-06,2,0,2,1,
holdontight,holdontight,0,1,0,0,3119,
49ers,49ers,4.699e-06,4,0,4,1,
FoxBaltimore,FoxBaltimore,4.816e-05,41,1.974e-06,57,1,
Fox45Photogs,Fox45Photogs,0,1,0,3,1,
MDsnowstorm2018,MDsnowstorm2018,0,1,0,3,1,
MDsnow2018,MDsnow2018,2.349e-06,2,0,4,1,
seconddayofSpring,seconddayofSpring,0,1,0,2,1,
SUCEDEAHORA,SUCEDEAHORA,2.349e-06,2,0,0,3120,
BulletsFever,BulletsFever,2.349e-06,2,0,0,3121,
